order_id,order_date,region,category,product,quantity,price,discount,sales,profit
70,2024-08-29,West,Electronics,Laptop,3,50000,20,120000.0,25742.86
71,2024-08-27,South,Clothing,Shirt,2,1000,5,1900.0,746.73
72,2023-07-15,North,Furniture,Sofa,4,20000,20,64000.0,13524.3
73,2024-11-06,North,Electronics,Laptop,3,50000,20,120000.0,27533.27
74,2024-07-01,East,Clothing,Shirt,2,1000,0,2000.0,334.15
75,2023-02-06,West,Clothing,Jeans,4,2000,0,8000.0,1568.37
76,2023-09-30,East,Clothing,Shirt,1,1000,15,850.0,129.25
77,2023-01-19,East,Furniture,Chair,1,3000,15,2550.0,1011.71
78,2023-09-22,West,Electronics,Tablet,4,15000,15,51000.0,11626.4
79,2023-04-09,North,Clothing,Shirt,4,1000,0,4000.0,935.56
80,2023-05-24,East,Electronics,Laptop,2,50000,20,80000.0,20133.91
81,2024-09-25,East,Clothing,Jeans,5,2000,10,9000.0,1203.2
82,2024-08-10,South,Clothing,Jacket,1,3000,5,2850.0,424.4
83,2024-06-02,South,Electronics,Laptop,5,50000,5,237500.0,66738.57
84,2024-05-31,South,Clothing,Jeans,7,2000,20,11200.0,1164.89
85,2024-05-14,South,Electronics,Laptop,1,50000,0,50000.0,11121.67
86,2024-03-20,East,Furniture,Sofa,4,20000,10,72000.0,23427.56
87,2024-03-26,South,Clothing,Jacket,7,3000,20,16800.0,4357.95
88,2023-12-27,East,Furniture,Chair,1,3000,10,2700.0,607.47
89,2024-05-22,East,Furniture,Chair,1,3000,0,3000.0,418.26
90,2023-02-27,South,Furniture,Chair,6,3000,20,14400.0,3358.06
91,2023-08-01,West,Clothing,Shirt,3,1000,15,2550.0,963.55
92,2024-03-16,West,Clothing,Jacket,2,3000,0,6000.0,2009.74
93,2024-01-08,North,Clothing,Jacket,3,3000,0,9000.0,1128.81
94,2024-02-12,West,Furniture,Table,6,7000,20,33600.0,11729.63
95,2023-06-27,West,Furniture,Table,4,7000,15,23800.0,6947.14
96,2023-05-25,East,Clothing,Jeans,1,2000,0,2000.0,553.28
97,2024-07-11,North,Electronics,Laptop,5,50000,20,200000.0,23012.01
98,2024-03-25,North,Electronics,Tablet,2,15000,5,28500.0,6683.92
99,2024-01-09,West,Electronics,Tablet,1,15000,5,14250.0,1479.39
100,2023-10-09,North,Electronics,Tablet,1,15000,10,13500.0,1989.42
101,2023-04-15,South,Electronics,Laptop,3,50000,0,150000.0,59384.76
102,2024-12-09,West,Clothing,Jeans,5,2000,10,9000.0,2100.33
103,2024-12-14,North,Electronics,Laptop,2,50000,10,90000.0,29321.6
104,2023-01-01,South,Furniture,Chair,4,3000,20,9600.0,3243.18
105,2023-02-03,West,Electronics,Laptop,4,50000,5,190000.0,47604.58
106,2023-11-02,East,Furniture,Table,4,7000,0,28000.0,6563.98
107,2024-02-05,South,Electronics,Phone,7,20000,20,112000.0,21142.92
108,2024-12-04,South,Clothing,Jacket,4,3000,5,11400.0,3360.99
109,2023-12-01,South,Furniture,Table,3,7000,10,18900.0,2433.42
110,2023-12-01,North,Electronics,Phone,4,20000,5,76000.0,10738.11
111,2023-05-18,West,Electronics,Laptop,1,50000,5,47500.0,8042.92
112,2023-02-22,South,Electronics,Phone,4,20000,20,64000.0,13438.7
113,2024-10-24,East,Clothing,Jacket,3,3000,15,7650.0,2642.59
114,2023-07-14,West,Electronics,Tablet,5,15000,20,60000.0,20898.24
115,2023-01-05,East,Furniture,Sofa,2,20000,15,34000.0,10054.28
116,2024-05-27,South,Furniture,Chair,5,3000,0,15000.0,4398.04
117,2023-03-19,North,Furniture,Table,3,7000,20,16800.0,6521.87
118,2023-08-02,North,Electronics,Tablet,4,15000,20,48000.0,15212.96
119,2023-09-10,East,Electronics,Laptop,4,50000,5,190000.0,32682.54
120,2024-10-27,North,Furniture,Table,3,7000,10,18900.0,3515.31
121,2023-12-29,South,Clothing,Jacket,6,3000,20,14400.0,3827.18
122,2023-07-11,East,Clothing,Jacket,3,3000,20,7200.0,2836.65
123,2023-03-27,East,Electronics,Laptop,2,50000,15,85000.0,28052.98
124,2024-01-29,West,Electronics,Laptop,3,50000,0,150000.0,37570.1
125,2023-02-03,South,Clothing,Jacket,1,3000,15,2550.0,922.4
126,2024-11-22,South,Electronics,Laptop,2,50000,5,95000.0,31035.94
127,2024-01-12,South,Clothing,Shirt,3,1000,20,2400.0,797.76
128,2024-05-30,West,Furniture,Sofa,3,20000,0,60000.0,22555.79
129,2023-08-17,West,Clothing,Jacket,4,3000,5,11400.0,2590.09
130,2023-04-28,South,Clothing,Jacket,1,3000,10,2700.0,415.1
131,2024-01-27,East,Furniture,Sofa,2,20000,10,36000.0,5343.31
132,2023-04-28,South,Electronics,Phone,4,20000,10,72000.0,24490.65
133,2023-03-31,North,Electronics,Tablet,5,15000,10,67500.0,8126.71
134,2024-11-03,East,Electronics,Tablet,2,15000,5,28500.0,6709.44
135,2023-06-17,North,Furniture,Table,2,7000,15,11900.0,3850.93
136,2024-07-03,North,Electronics,Laptop,3,50000,0,150000.0,21717.26
137,2024-01-11,North,Furniture,Table,3,7000,0,21000.0,7108.49
138,2023-10-23,North,Clothing,Jacket,6,3000,20,14400.0,2183.3
139,2023-10-18,West,Electronics,Phone,6,20000,20,96000.0,31612.08
140,2023-05-12,South,Furniture,Table,3,7000,20,16800.0,4742.08
141,2024-11-21,West,Clothing,Jeans,5,2000,0,10000.0,1757.17
142,2023-05-25,North,Clothing,Shirt,1,1000,5,950.0,225.09
143,2023-07-17,East,Clothing,Jacket,3,3000,10,8100.0,2426.18
144,2023-10-16,North,Clothing,Jacket,4,3000,10,10800.0,1764.95
145,2024-02-15,North,Furniture,Chair,1,3000,15,2550.0,584.03
146,2023-04-28,East,Furniture,Chair,5,3000,15,12750.0,3351.97
147,2023-09-18,West,Clothing,Shirt,5,1000,15,4250.0,779.13
148,2024-09-18,East,Furniture,Sofa,3,20000,15,51000.0,12096.32
149,2024-10-21,North,Clothing,Jacket,3,3000,5,8550.0,2541.43
150,2023-12-12,East,Furniture,Sofa,3,20000,15,51000.0,6448.66
151,2024-09-14,North,Furniture,Table,4,7000,10,25200.0,3033.19
152,2023-05-07,West,Electronics,Laptop,2,50000,0,100000.0,22711.35
153,2023-02-20,South,Furniture,Chair,5,3000,0,15000.0,1834.94
154,2024-09-04,South,Clothing,Shirt,5,1000,5,4750.0,704.57
155,2023-01-01,North,Furniture,Sofa,4,20000,20,64000.0,24548.58
156,2023-11-09,West,Electronics,Phone,5,20000,5,95000.0,28495.27
157,2023-03-16,South,Clothing,Shirt,2,1000,5,1900.0,485.92
158,2023-06-28,West,Clothing,Shirt,1,1000,15,850.0,233.17
159,2023-03-04,North,Electronics,Laptop,3,50000,5,142500.0,56440.21
160,2023-03-25,East,Electronics,Laptop,1,50000,0,50000.0,11640.42
161,2023-12-26,North,Furniture,Sofa,1,20000,0,20000.0,6140.38
162,2024-12-23,East,Furniture,Sofa,5,20000,0,100000.0,38903.51
163,2024-08-12,South,Furniture,Sofa,3,20000,5,57000.0,13832.93
164,2024-11-08,South,Electronics,Phone,3,20000,15,51000.0,17616.5
165,2024-10-04,East,Electronics,Tablet,2,15000,5,28500.0,3726.97
166,2023-02-24,East,Furniture,Chair,4,3000,5,11400.0,1594.88
167,2024-03-18,East,Electronics,Laptop,5,50000,0,250000.0,40006.29
168,2024-08-26,North,Clothing,Jacket,2,3000,10,5400.0,1766.06
169,2024-03-27,East,Furniture,Table,6,7000,20,33600.0,11373.76
170,2023-01-07,West,Clothing,Jacket,2,3000,0,6000.0,2025.8
171,2024-07-01,East,Clothing,Shirt,5,1000,15,4250.0,802.47
172,2024-06-06,North,Electronics,Tablet,2,15000,5,28500.0,8295.84
173,2023-09-13,North,Clothing,Shirt,1,1000,5,950.0,134.6
174,2023-12-30,South,Clothing,Jeans,1,2000,5,1900.0,437.51
175,2023-05-08,East,Clothing,Jeans,1,2000,5,1900.0,747.19
176,2023-08-25,West,Furniture,Chair,1,3000,0,3000.0,1074.58
177,2024-10-27,West,Clothing,Jeans,3,2000,20,4800.0,924.64
178,2023-05-26,South,Electronics,Tablet,5,15000,5,71250.0,16176.96
179,2024-11-07,North,Furniture,Table,1,7000,5,6650.0,1223.2
180,2023-01-27,South,Electronics,Phone,1,20000,10,18000.0,3973.97
181,2024-03-30,North,Electronics,Laptop,3,50000,20,120000.0,32924.26
182,2024-07-29,South,Furniture,Table,2,7000,15,11900.0,1337.7
183,2023-10-19,North,Electronics,Tablet,3,15000,5,42750.0,16224.7
184,2024-11-06,West,Clothing,Jacket,1,3000,10,2700.0,839.33
185,2023-02-24,South,Clothing,Jeans,5,2000,0,10000.0,3190.27
186,2023-09-01,East,Clothing,Jacket,3,3000,0,9000.0,2259.81
187,2023-07-20,South,Electronics,Tablet,2,15000,5,28500.0,10488.58
188,2023-08-05,North,Electronics,Laptop,5,50000,10,225000.0,49615.69
189,2023-05-11,East,Electronics,Tablet,4,15000,20,48000.0,9196.37
190,2024-06-07,South,Furniture,Table,5,7000,20,28000.0,4417.59
191,2023-11-26,North,Electronics,Laptop,1,50000,0,50000.0,17223.01
192,2024-10-22,West,Furniture,Sofa,3,20000,20,48000.0,10023.87
193,2023-09-25,North,Electronics,Phone,3,20000,5,57000.0,21917.71
194,2023-01-16,West,Furniture,Sofa,1,20000,5,19000.0,4362.71
195,2023-12-01,South,Furniture,Sofa,5,20000,0,100000.0,34222.03
196,2024-04-21,East,Furniture,Sofa,2,20000,15,34000.0,4985.6
197,2024-09-06,South,Furniture,Sofa,1,20000,10,18000.0,4172.34
198,2023-06-20,East,Electronics,Phone,2,20000,15,34000.0,7761.24
199,2024-02-01,South,Electronics,Laptop,2,50000,0,100000.0,13420.67
200,2023-11-07,South,Furniture,Table,3,7000,5,19950.0,2052.81
201,2023-05-21,North,Clothing,Jacket,2,3000,10,5400.0,2046.55
202,2024-04-21,South,Furniture,Chair,5,3000,15,12750.0,2699.79
203,2023-12-25,South,Clothing,Shirt,5,1000,20,4000.0,1313.47
204,2024-01-11,South,Clothing,Shirt,2,1000,15,1700.0,315.07
205,2024-12-05,West,Electronics,Laptop,5,50000,0,250000.0,91789.93
206,2023-03-02,South,Electronics,Tablet,5,15000,10,67500.0,15081.78
207,2023-12-10,South,Clothing,Jacket,5,3000,20,12000.0,4198.68
208,2023-11-06,East,Clothing,Shirt,5,1000,10,4500.0,1107.87
209,2023-08-06,South,Furniture,Sofa,1,20000,0,20000.0,2256.38
210,2023-02-23,North,Furniture,Chair,1,3000,0,3000.0,365.02
211,2024-05-04,North,Furniture,Chair,3,3000,5,8550.0,2160.11
212,2023-04-30,West,Electronics,Tablet,5,15000,0,75000.0,16658.85
213,2023-09-24,South,Furniture,Chair,1,3000,10,2700.0,858.9
214,2023-11-28,East,Electronics,Laptop,2,50000,0,100000.0,30128.46
215,2023-08-14,East,Electronics,Laptop,4,50000,10,180000.0,32935.31
216,2023-02-06,South,Furniture,Table,6,7000,20,33600.0,12672.6
217,2023-10-28,West,Electronics,Phone,5,20000,10,90000.0,13733.61
218,2023-10-16,North,Furniture,Sofa,3,20000,15,51000.0,7386.1
219,2023-12-29,North,Clothing,Shirt,5,1000,0,5000.0,604.86
220,2024-11-30,South,Clothing,Jacket,5,3000,10,13500.0,1506.67
221,2024-06-18,East,Electronics,Tablet,2,15000,5,28500.0,4389.45
222,2023-03-23,East,Electronics,Phone,4,20000,5,76000.0,11427.34
223,2023-08-12,South,Electronics,Tablet,5,15000,10,67500.0,7130.98
224,2024-11-30,South,Electronics,Tablet,5,15000,10,67500.0,24398.91
225,2024-08-08,East,Clothing,Jeans,1,2000,5,1900.0,565.13
226,2023-10-05,North,Clothing,Jeans,4,2000,15,6800.0,1316.71
227,2023-01-17,West,Furniture,Sofa,4,20000,0,80000.0,18027.91
228,2023-04-30,South,Electronics,Phone,3,20000,5,57000.0,7896.72
229,2024-11-06,West,Clothing,Shirt,3,1000,10,2700.0,598.54
230,2023-02-02,East,Clothing,Shirt,3,1000,10,2700.0,526.53
231,2023-10-12,South,Furniture,Table,4,7000,0,28000.0,10341.57
232,2023-06-06,East,Electronics,Tablet,3,15000,15,38250.0,5661.61
233,2023-01-22,West,Clothing,Jeans,3,2000,10,5400.0,753.75
234,2023-10-30,North,Furniture,Chair,5,3000,10,13500.0,1493.69
235,2024-01-22,North,Clothing,Shirt,3,1000,0,3000.0,911.33
236,2023-06-12,South,Furniture,Sofa,1,20000,0,20000.0,3710.46
237,2023-07-27,West,Furniture,Sofa,3,20000,15,51000.0,17561.46
238,2024-06-03,North,Electronics,Laptop,3,50000,5,142500.0,24466.22
239,2024-11-23,West,Clothing,Shirt,4,1000,5,3800.0,817.02
240,2023-07-25,North,Furniture,Sofa,1,20000,15,17000.0,5537.55
241,2024-12-26,West,Electronics,Phone,7,20000,20,112000.0,18002.01
242,2023-03-13,North,Clothing,Shirt,5,1000,5,4750.0,930.35
243,2024-08-29,East,Furniture,Table,4,7000,20,22400.0,3179.98
244,2023-08-02,West,Furniture,Chair,3,3000,0,9000.0,2946.48
245,2024-04-07,West,Electronics,Phone,4,20000,15,68000.0,20141.26
246,2023-08-13,South,Furniture,Chair,1,3000,0,3000.0,884.44
247,2024-10-27,West,Electronics,Laptop,2,50000,5,95000.0,18350.25
248,2023-04-16,South,Furniture,Sofa,4,20000,0,80000.0,9162.8
249,2023-01-09,East,Electronics,Tablet,1,15000,0,15000.0,2809.23
250,2023-11-14,West,Furniture,Table,3,7000,10,18900.0,2486.39
251,2024-02-14,South,Furniture,Table,3,7000,0,21000.0,7366.8
252,2023-01-12,South,Furniture,Sofa,5,20000,20,80000.0,11077.19
253,2023-12-22,East,Furniture,Sofa,6,20000,20,96000.0,25910.73
254,2024-12-23,South,Clothing,Jeans,5,2000,0,10000.0,2520.17
255,2024-03-20,East,Furniture,Sofa,5,20000,0,100000.0,14786.43
256,2023-06-08,North,Electronics,Phone,4,20000,20,64000.0,17430.53
257,2024-08-30,North,Furniture,Table,1,7000,15,5950.0,2327.53
258,2024-02-22,East,Furniture,Table,4,7000,5,26600.0,2722.78
259,2023-09-25,North,Furniture,Table,5,7000,20,28000.0,5894.89
260,2024-06-03,East,Clothing,Shirt,4,1000,5,3800.0,1249.2
261,2023-10-20,East,Furniture,Table,6,7000,20,33600.0,10947.91
262,2024-05-18,South,Electronics,Tablet,1,15000,15,12750.0,2831.96
263,2023-01-28,East,Furniture,Chair,2,3000,10,5400.0,1096.09
264,2024-04-04,West,Clothing,Shirt,5,1000,20,4000.0,1055.45
265,2024-09-21,East,Clothing,Jeans,4,2000,20,6400.0,1274.77
266,2023-10-03,North,Electronics,Laptop,3,50000,15,127500.0,23965.77
267,2024-11-17,East,Furniture,Chair,5,3000,15,12750.0,3284.54
268,2024-09-11,East,Electronics,Tablet,5,15000,20,60000.0,19144.51
269,2023-10-20,East,Furniture,Chair,4,3000,5,11400.0,4425.45
270,2024-04-29,South,Clothing,Jacket,5,3000,10,13500.0,4119.57
271,2023-01-12,South,Electronics,Tablet,2,15000,15,25500.0,2652.28
272,2023-08-05,South,Clothing,Jacket,3,3000,20,7200.0,1626.96
273,2024-03-03,South,Clothing,Jacket,6,3000,20,14400.0,2715.78
274,2023-12-07,West,Furniture,Sofa,3,20000,20,48000.0,15822.32
275,2023-07-12,East,Clothing,Jeans,2,2000,10,3600.0,702.09
276,2024-06-21,North,Furniture,Table,1,7000,15,5950.0,2178.1
277,2023-01-01,West,Electronics,Phone,5,20000,20,80000.0,16370.41
278,2024-12-04,West,Furniture,Table,1,7000,0,7000.0,1945.49
279,2024-08-11,North,Electronics,Laptop,1,50000,10,45000.0,6140.04
280,2024-10-05,South,Electronics,Phone,3,20000,5,57000.0,9764.92
281,2023-12-31,East,Electronics,Tablet,3,15000,0,45000.0,16377.18
282,2024-12-25,North,Furniture,Sofa,1,20000,15,17000.0,3689.86
283,2024-08-27,East,Clothing,Shirt,1,1000,0,1000.0,328.74
284,2023-04-12,West,Electronics,Tablet,2,15000,10,27000.0,5912.07
285,2023-01-03,South,Furniture,Table,5,7000,5,33250.0,3809.0
286,2024-09-20,West,Furniture,Table,5,7000,5,33250.0,12213.54
287,2023-10-20,West,Electronics,Phone,4,20000,15,68000.0,14798.74
288,2024-05-12,South,Clothing,Jeans,4,2000,10,7200.0,1754.13
289,2023-12-02,East,Electronics,Tablet,5,15000,15,63750.0,7242.13
290,2023-11-20,East,Clothing,Jacket,7,3000,20,16800.0,5739.43
291,2024-01-08,West,Furniture,Chair,4,3000,10,10800.0,1308.08
292,2024-10-31,West,Clothing,Jeans,2,2000,5,3800.0,1209.21
293,2024-04-03,South,Furniture,Chair,4,3000,5,11400.0,1824.75
294,2023-11-08,East,Clothing,Jacket,1,3000,5,2850.0,981.63
295,2024-01-20,South,Furniture,Sofa,6,20000,20,96000.0,35165.63
296,2023-04-28,South,Electronics,Tablet,5,15000,15,63750.0,21137.97
297,2024-01-13,South,Electronics,Tablet,3,15000,20,36000.0,4679.75
298,2023-10-20,East,Electronics,Phone,4,20000,5,76000.0,13711.36
299,2023-05-26,North,Clothing,Jeans,3,2000,15,5100.0,1810.95
300,2024-11-17,North,Clothing,Jeans,1,2000,10,1800.0,250.6
301,2024-10-23,North,Electronics,Tablet,5,15000,10,67500.0,14706.35
302,2024-08-12,North,Clothing,Jeans,6,2000,20,9600.0,2409.31
303,2024-08-19,East,Furniture,Sofa,2,20000,10,36000.0,9618.66
304,2024-04-03,North,Electronics,Tablet,4,15000,10,54000.0,11827.85
305,2023-06-16,West,Furniture,Table,5,7000,15,29750.0,11135.5
306,2024-10-09,North,Electronics,Tablet,1,15000,10,13500.0,4008.58
307,2024-10-03,North,Clothing,Shirt,6,1000,20,4800.0,1583.45
308,2024-07-15,West,Electronics,Phone,3,20000,15,51000.0,15437.69
309,2023-05-10,South,Clothing,Jeans,4,2000,5,7600.0,2212.49
310,2023-04-26,East,Clothing,Jeans,4,2000,5,7600.0,856.61
311,2023-10-30,East,Electronics,Laptop,1,50000,5,47500.0,17622.36
312,2023-01-12,West,Electronics,Tablet,1,15000,15,12750.0,1346.77
313,2023-10-06,North,Clothing,Jeans,4,2000,10,7200.0,2550.78
314,2023-10-13,North,Electronics,Laptop,5,50000,15,212500.0,45246.41
315,2023-06-10,West,Furniture,Sofa,5,20000,15,85000.0,14058.28
316,2024-04-25,South,Furniture,Chair,4,3000,20,9600.0,2742.98
317,2024-03-24,North,Furniture,Sofa,3,20000,10,54000.0,15168.9
318,2024-04-10,West,Clothing,Jeans,3,2000,10,5400.0,1229.17
319,2023-08-27,West,Electronics,Phone,1,20000,5,19000.0,4523.52
320,2023-08-04,South,Electronics,Tablet,2,15000,10,27000.0,4400.75
321,2024-02-09,East,Furniture,Chair,3,3000,5,8550.0,3025.53
322,2023-09-23,South,Clothing,Jeans,1,2000,5,1900.0,684.46
323,2023-04-05,West,Furniture,Chair,3,3000,20,7200.0,1794.46
324,2024-10-14,North,Electronics,Phone,5,20000,5,95000.0,36057.09
325,2024-08-02,East,Furniture,Chair,5,3000,15,12750.0,2129.03
326,2024-06-15,South,Electronics,Tablet,4,15000,20,48000.0,6939.14
327,2023-05-10,South,Electronics,Tablet,4,15000,10,54000.0,15339.33
328,2023-12-11,South,Electronics,Tablet,2,15000,10,27000.0,4690.55
329,2023-03-24,North,Clothing,Jacket,1,3000,10,2700.0,1019.55
330,2023-09-20,East,Furniture,Table,4,7000,0,28000.0,6920.85
331,2023-12-25,North,Clothing,Shirt,4,1000,15,3400.0,1182.77
332,2023-03-04,South,Furniture,Sofa,5,20000,15,85000.0,23677.64
333,2023-06-04,East,Electronics,Tablet,5,15000,20,60000.0,10152.51
334,2024-07-27,South,Furniture,Sofa,5,20000,20,80000.0,13031.89
335,2024-02-27,East,Electronics,Phone,5,20000,0,100000.0,30294.99
336,2023-08-01,North,Furniture,Table,5,7000,5,33250.0,12655.45
337,2024-11-30,North,Electronics,Tablet,5,15000,20,60000.0,19211.65
338,2024-12-08,South,Electronics,Phone,2,20000,15,34000.0,11116.52
339,2024-03-11,North,Furniture,Sofa,5,20000,5,95000.0,15627.03
340,2023-07-11,North,Electronics,Laptop,1,50000,0,50000.0,5857.53
341,2023-01-10,North,Furniture,Chair,2,3000,5,5700.0,1847.27
342,2024-12-26,East,Electronics,Tablet,1,15000,0,15000.0,5700.07
343,2024-02-20,North,Electronics,Tablet,4,15000,0,60000.0,16021.08
344,2023-02-12,East,Electronics,Laptop,2,50000,20,80000.0,30289.84
345,2023-10-04,West,Electronics,Laptop,2,50000,15,85000.0,25082.57
346,2024-05-13,East,Clothing,Jacket,4,3000,10,10800.0,3755.89
347,2023-12-18,South,Electronics,Laptop,2,50000,15,85000.0,11078.03
348,2024-04-07,South,Electronics,Laptop,2,50000,10,90000.0,32722.57
349,2023-06-18,North,Furniture,Table,1,7000,5,6650.0,1705.88
350,2023-05-29,South,Clothing,Jeans,4,2000,15,6800.0,1752.35
351,2024-11-23,North,Furniture,Table,4,7000,5,26600.0,9617.8
352,2024-02-06,West,Clothing,Shirt,1,1000,0,1000.0,287.2
353,2024-09-17,North,Furniture,Table,4,7000,15,23800.0,8652.48
354,2023-05-02,North,Clothing,Jeans,1,2000,15,1700.0,211.35
355,2024-10-22,North,Furniture,Chair,4,3000,10,10800.0,3283.01
356,2024-06-17,North,Furniture,Sofa,5,20000,20,80000.0,28044.44
357,2024-03-11,East,Electronics,Laptop,3,50000,5,142500.0,47872.39
358,2023-02-13,West,Clothing,Jacket,5,3000,10,13500.0,2329.35
359,2024-09-21,East,Electronics,Tablet,5,15000,20,60000.0,8280.19
360,2023-08-17,West,Clothing,Shirt,2,1000,5,1900.0,754.68
361,2024-03-24,East,Electronics,Laptop,4,50000,10,180000.0,50319.31
362,2024-04-17,East,Furniture,Table,4,7000,20,22400.0,3482.4
363,2023-04-22,South,Clothing,Jacket,5,3000,0,15000.0,3505.98
364,2023-11-10,South,Furniture,Table,4,7000,0,28000.0,11107.33
365,2024-01-12,North,Electronics,Phone,4,20000,10,72000.0,12464.68
366,2023-07-30,South,Clothing,Jacket,5,3000,5,14250.0,4125.48
367,2023-08-15,West,Electronics,Phone,4,20000,20,64000.0,17677.66
368,2023-02-07,South,Clothing,Shirt,4,1000,15,3400.0,549.92
369,2024-05-30,East,Electronics,Tablet,5,15000,10,67500.0,25686.71
370,2024-06-19,West,Furniture,Sofa,2,20000,5,38000.0,8335.54
371,2023-07-30,East,Clothing,Shirt,5,1000,15,4250.0,699.26
372,2024-12-04,East,Furniture,Chair,5,3000,20,12000.0,4359.44
